schema_context,column,check,check_number,failure_case,index
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1527
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-22,1538
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-22,1537
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-22,1536
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-22,1535
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-22,1534
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-22,1533
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-22,1532
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-22,1531
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1530
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1529
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1528
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1526
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1514
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1525
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1524
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1523
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1522
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1521
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1520
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1519
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1518
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1517
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1516
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-21,1515
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-24,1596
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-24,1598
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1710
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1655
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1681
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1680
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1679
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1678
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1677
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1676
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1675
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1674
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1673
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1672
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1671
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1670
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1669
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1668
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1667
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1666
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1665
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1664
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1663
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1662
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1661
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1660
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1659
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1658
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1657
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1682
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1683
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1684
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1698
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1709
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1708
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1707
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1706
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1705
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1704
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1703
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1702
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1701
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1700
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1699
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1697
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1685
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1696
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1695
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1694
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1693
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1692
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1691
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-29,1690
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1689
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1688
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1687
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-28,1686
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1656
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1654
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-24,1599
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1653
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1624
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1623
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1622
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1621
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1620
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1619
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1618
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1617
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1616
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1615
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1614
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1613
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1612
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1611
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1610
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1609
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1608
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1607
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1606
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1605
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1604
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1603
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1602
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-25,1601
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-24,1600
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1625
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1626
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1627
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1641
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1652
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1651
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1650
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1649
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1648
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-27,1647
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1646
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1645
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1644
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1643
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1642
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1640
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1628
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1639
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1638
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1637
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1636
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1635
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1634
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1633
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1632
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1631
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1630
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-09-26,1629
Column,trade_date,less_than_or_equal_to(2025-09-19 00:00:00),0,2025-10-09,1938
